timestamp,sensor_id,temperature,unit,battery_level
2026-01-26T14:16:01.560404,TEMP-1000,27.79,Celsius,100.0
2026-01-26T14:21:01.560404,TEMP-1000,27.09,Celsius,100.0
2026-01-26T14:26:01.560404,TEMP-1000,26.76,Celsius,100.0
2026-01-26T14:31:01.560404,TEMP-1000,27.7,Celsius,100.0
2026-01-26T14:36:01.560404,TEMP-1000,27.62,Celsius,100.0
2026-01-26T14:41:01.560404,TEMP-1000,27.47,Celsius,100.0
2026-01-26T14:46:01.560404,TEMP-1000,26.91,Celsius,100.0
2026-01-26T14:51:01.560404,TEMP-1000,27.5,Celsius,100.0
2026-01-26T14:56:01.560404,TEMP-1000,27.46,Celsius,100.0
2026-01-26T15:01:01.560404,TEMP-1000,27.28,Celsius,100.0
2026-01-26T15:06:01.560404,TEMP-1000,28.27,Celsius,100.0
2026-01-26T15:11:01.560404,TEMP-1000,26.77,Celsius,100.0
2026-01-26T15:16:01.560404,TEMP-1000,27.19,Celsius,100.0
2026-01-26T15:21:01.560404,TEMP-1000,26.33,Celsius,100.0
2026-01-26T15:26:01.560404,TEMP-1000,27.03,Celsius,100.0
2026-01-26T15:31:01.560404,TEMP-1000,26.61,Celsius,100.0
2026-01-26T15:36:01.560404,TEMP-1000,27.36,Celsius,100.0
2026-01-26T15:41:01.560404,TEMP-1000,27.01,Celsius,100.0
2026-01-26T15:46:01.560404,TEMP-1000,27.35,Celsius,100.0
2026-01-26T15:51:01.560404,TEMP-1000,25.87,Celsius,100.0
2026-01-26T15:56:01.560404,TEMP-1000,25.86,Celsius,100.0
2026-01-26T16:01:01.560404,TEMP-1000,26.31,Celsius,100.0
2026-01-26T16:06:01.560404,TEMP-1000,25.85,Celsius,100.0
2026-01-26T16:11:01.560404,TEMP-1000,26.36,Celsius,100.0
2026-01-26T16:16:01.560404,TEMP-1000,25.55,Celsius,100.0
2026-01-26T16:21:01.560404,TEMP-1000,26.12,Celsius,100.0
2026-01-26T16:26:01.560404,TEMP-1000,26.13,Celsius,100.0
2026-01-26T16:31:01.560404,TEMP-1000,25.43,Celsius,100.0
2026-01-26T16:36:01.560404,TEMP-1000,25.7,Celsius,100.0
2026-01-26T16:41:01.560404,TEMP-1000,25.69,Celsius,100.0
2026-01-26T16:46:01.560404,TEMP-1000,26.27,Celsius,100.0
2026-01-26T16:51:01.560404,TEMP-1000,26.5,Celsius,100.0
2026-01-26T16:56:01.560404,TEMP-1000,25.76,Celsius,100.0
2026-01-26T17:01:01.560404,TEMP-1000,25.3,Celsius,100.0
2026-01-26T17:06:01.560404,TEMP-1000,25.43,Celsius,100.0
2026-01-26T17:11:01.560404,TEMP-1000,25.38,Celsius,100.0
2026-01-26T17:16:01.560404,TEMP-1000,24.63,Celsius,100.0
2026-01-26T17:21:01.560404,TEMP-1000,25.59,Celsius,100.0
2026-01-26T17:26:01.560404,TEMP-1000,25.29,Celsius,100.0
2026-01-26T17:31:01.560404,TEMP-1000,24.18,Celsius,100.0
2026-01-26T17:36:01.560404,TEMP-1000,25.29,Celsius,100.0
2026-01-26T17:41:01.560404,TEMP-1000,25.46,Celsius,100.0
2026-01-26T17:46:01.560404,TEMP-1000,24.62,Celsius,100.0
2026-01-26T17:51:01.560404,TEMP-1000,24.8,Celsius,100.0
2026-01-26T17:56:01.560404,TEMP-1000,25.46,Celsius,100.0
2026-01-26T18:01:01.560404,TEMP-1000,25.19,Celsius,100.0
2026-01-26T18:06:01.560404,TEMP-1000,24.37,Celsius,100.0
2026-01-26T18:11:01.560404,TEMP-1000,25.11,Celsius,100.0
2026-01-26T18:16:01.560404,TEMP-1000,23.91,Celsius,100.0
2026-01-26T18:21:01.560404,TEMP-1000,24.99,Celsius,100.0
2026-01-26T18:26:01.560404,TEMP-1000,24.93,Celsius,100.0
2026-01-26T18:31:01.560404,TEMP-1000,24.23,Celsius,100.0
2026-01-26T18:36:01.560404,TEMP-1000,24.88,Celsius,100.0
2026-01-26T18:41:01.560404,TEMP-1000,23.54,Celsius,100.0
2026-01-26T18:46:01.560404,TEMP-1000,24.08,Celsius,100.0
2026-01-26T18:51:01.560404,TEMP-1000,23.79,Celsius,100.0
2026-01-26T18:56:01.560404,TEMP-1000,23.37,Celsius,100.0
2026-01-26T19:01:01.560404,TEMP-1000,23.67,Celsius,100.0
2026-01-26T19:06:01.560404,TEMP-1000,22.93,Celsius,100.0
2026-01-26T19:11:01.560404,TEMP-1000,23.93,Celsius,100.0
2026-01-26T19:16:01.560404,TEMP-1000,23.5,Celsius,100.0
2026-01-26T19:21:01.560404,TEMP-1000,22.89,Celsius,100.0
2026-01-26T19:26:01.560404,TEMP-1000,22.79,Celsius,100.0
2026-01-26T19:31:01.560404,TEMP-1000,23.59,Celsius,100.0
2026-01-26T19:36:01.560404,TEMP-1000,23.31,Celsius,100.0
2026-01-26T19:41:01.560404,TEMP-1000,24.1,Celsius,100.0
2026-01-26T19:46:01.560404,TEMP-1000,22.97,Celsius,100.0
2026-01-26T19:51:01.560404,TEMP-1000,22.75,Celsius,100.0
2026-01-26T19:56:01.560404,TEMP-1000,22.56,Celsius,100.0
2026-01-26T20:01:01.560404,TEMP-1000,23.34,Celsius,100.0
2026-01-26T20:06:01.560404,TEMP-1000,22.53,Celsius,100.0
2026-01-26T20:11:01.560404,TEMP-1000,22.43,Celsius,100.0
