timestamp,sensor_id,temperature,unit,battery_level
2026-01-26T14:17:17.410073,TEMP-1000,27.08,Celsius,100.0
2026-01-26T14:22:17.410073,TEMP-1000,25.86,Celsius,100.0
2026-01-26T14:27:17.410073,TEMP-1000,26.48,Celsius,100.0
2026-01-26T14:32:17.410073,TEMP-1000,25.93,Celsius,100.0
2026-01-26T14:37:17.410073,TEMP-1000,25.71,Celsius,100.0
2026-01-26T14:42:17.410073,TEMP-1000,25.53,Celsius,100.0
2026-01-26T14:47:17.410073,TEMP-1000,26.21,Celsius,100.0
2026-01-26T14:52:17.410073,TEMP-1000,25.58,Celsius,100.0
2026-01-26T14:57:17.410073,TEMP-1000,25.48,Celsius,100.0
2026-01-26T15:02:17.410073,TEMP-1000,25.48,Celsius,100.0
2026-01-26T15:07:17.410073,TEMP-1000,26.13,Celsius,100.0
2026-01-26T15:12:17.410073,TEMP-1000,25.62,Celsius,100.0
2026-01-26T15:17:17.410073,TEMP-1000,26.2,Celsius,100.0
2026-01-26T15:22:17.410073,TEMP-1000,25.52,Celsius,100.0
2026-01-26T15:27:17.410073,TEMP-1000,25.52,Celsius,100.0
2026-01-26T15:32:17.410073,TEMP-1000,25.62,Celsius,100.0
2026-01-26T15:37:17.410073,TEMP-1000,25.83,Celsius,100.0
2026-01-26T15:42:17.410073,TEMP-1000,25.91,Celsius,100.0
2026-01-26T15:47:17.410073,TEMP-1000,25.78,Celsius,100.0
2026-01-26T15:52:17.410073,TEMP-1000,25.17,Celsius,100.0
2026-01-26T15:57:17.410073,TEMP-1000,25.48,Celsius,100.0
2026-01-26T16:02:17.410073,TEMP-1000,25.27,Celsius,100.0
2026-01-26T16:07:17.410073,TEMP-1000,25.31,Celsius,100.0
2026-01-26T16:12:17.410073,TEMP-1000,25.5,Celsius,100.0
2026-01-26T16:17:17.410073,TEMP-1000,25.36,Celsius,100.0
2026-01-26T16:22:17.410073,TEMP-1000,25.34,Celsius,100.0
2026-01-26T16:27:17.410073,TEMP-1000,25.5,Celsius,100.0
2026-01-26T16:32:17.410073,TEMP-1000,25.48,Celsius,100.0
2026-01-26T16:37:17.410073,TEMP-1000,24.34,Celsius,100.0
2026-01-26T16:42:17.410073,TEMP-1000,24.62,Celsius,100.0
2026-01-26T16:47:17.410073,TEMP-1000,24.42,Celsius,100.0
2026-01-26T16:52:17.410073,TEMP-1000,24.61,Celsius,100.0
2026-01-26T16:57:17.410073,TEMP-1000,25.38,Celsius,100.0
2026-01-26T17:02:17.410073,TEMP-1000,25.07,Celsius,100.0
2026-01-26T17:07:17.410073,TEMP-1000,24.5,Celsius,100.0
2026-01-26T17:12:17.410073,TEMP-1000,24.32,Celsius,100.0
2026-01-26T17:17:17.410073,TEMP-1000,24.65,Celsius,100.0
2026-01-26T17:22:17.410073,TEMP-1000,23.6,Celsius,100.0
2026-01-26T17:27:17.410073,TEMP-1000,23.11,Celsius,100.0
2026-01-26T17:32:17.410073,TEMP-1000,23.78,Celsius,100.0
2026-01-26T17:37:17.410073,TEMP-1000,23.95,Celsius,100.0
2026-01-26T17:42:17.410073,TEMP-1000,23.86,Celsius,100.0
2026-01-26T17:47:17.410073,TEMP-1000,24.11,Celsius,100.0
2026-01-26T17:52:17.410073,TEMP-1000,23.83,Celsius,100.0
2026-01-26T17:57:17.410073,TEMP-1000,23.1,Celsius,100.0
2026-01-26T18:02:17.410073,TEMP-1000,23.61,Celsius,100.0
2026-01-26T18:07:17.410073,TEMP-1000,23.23,Celsius,100.0
2026-01-26T18:12:17.410073,TEMP-1000,23.38,Celsius,100.0
2026-01-26T18:17:17.410073,TEMP-1000,23.39,Celsius,100.0
2026-01-26T18:22:17.410073,TEMP-1000,22.87,Celsius,100.0
2026-01-26T18:27:17.410073,TEMP-1000,23.67,Celsius,100.0
2026-01-26T18:32:17.410073,TEMP-1000,23.81,Celsius,100.0
2026-01-26T18:37:17.410073,TEMP-1000,22.87,Celsius,100.0
2026-01-26T18:42:17.410073,TEMP-1000,23.75,Celsius,100.0
2026-01-26T18:47:17.410073,TEMP-1000,23.07,Celsius,100.0
2026-01-26T18:52:17.410073,TEMP-1000,22.12,Celsius,100.0
2026-01-26T18:57:17.410073,TEMP-1000,23.05,Celsius,100.0
2026-01-26T19:02:17.410073,TEMP-1000,22.39,Celsius,100.0
2026-01-26T19:07:17.410073,TEMP-1000,23.03,Celsius,100.0
2026-01-26T19:12:17.410073,TEMP-1000,22.14,Celsius,100.0
2026-01-26T19:17:17.410073,TEMP-1000,22.73,Celsius,100.0
2026-01-26T19:22:17.410073,TEMP-1000,21.77,Celsius,100.0
2026-01-26T19:27:17.410073,TEMP-1000,22.04,Celsius,100.0
